Data;Ora;Fuso orario;Descrizione;Valuta;Lordo ;Tariffa ;Netto;Saldo;Codice transazione;Indirizzo email mittente;Nome;Nome banca;Conto bancario;Importo per spedizione e imballaggio;IVA;N. fattura pro-forma;Codice transazione di riferimento
24/07/2023;14:24:45;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-3,09;0;-3,09;-3,09;85A572359B565990Y;PayPal-GCLGPIL-PL-EUR@google.com;Google Payment Ireland Ltd.;;;0;0;684806808463397569;B-5RK1221886007091D
24/07/2023;14:24:45;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,09;0;3,09;0;5MM91240LT053734W;;;CheBanca  S.p.A.;1196;0;0;684806808463397569;85A572359B565990Y
30/07/2023;13:45:18;Europe/Berlin;Pagamento Express Checkout;EUR;-32,5;0;-32,5;-32,5;7DS10579X59814510;info@bestbuying.it;BESTBUYING SRL;;;4,02;0;VPB00928989;
30/07/2023;13:45:18;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;32,5;0;32,5;0;64U22285G7848742P;;;CheBanca  S.p.A.;1196;4,02;0;VPB00928989;7DS10579X59814510
30/07/2023;22:24:19;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-8,99;0;-8,99;-8,99;42Y39732VN149794R;CORP.DL-DSSIT@disney.com;DisneyPlus;;;0;0;8b534f750419bcf9dee0df309b20584a;B-6TX91726T55549941
30/07/2023;22:24:19;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;8,99;0;8,99;0;71F52996PC4771800;;;CheBanca  S.p.A.;1196;0;0;8b534f750419bcf9dee0df309b20584a;42Y39732VN149794R
02/08/2023;18:59:51;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,84;0;3,84;3,84;4GN9906127356884C;;;CheBanca  S.p.A.;1196;0;0;P-47321462;2LK38487TN730452G
02/08/2023;18:59:51;Europe/Berlin;Conversione di valuta generica;EUR;-3,84;0;-3,84;0;2V7946500F0060102;;;;;0;0;P-47321462;2LK38487TN730452G
06/08/2023;17:44:57;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;5NJ61512WB9637252;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;d320a23ceef34b51bd293ac937df55ca;
06/08/2023;17:44:57;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;0D634539TL6735150;;;CheBanca  S.p.A.;1196;0;0;d320a23ceef34b51bd293ac937df55ca;5NJ61512WB9637252
07/08/2023;13:01:19;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-509;0;-509;-509;3VK13930UL138601T;paypal-gpl-hw-eur@google.com;Google Payment Limited;;;0;0;498032131078838346;63W37882305924822
07/08/2023;13:01:19;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;509;0;509;0;0FE071537W223760T;;;CheBanca  S.p.A.;1196;0;0;498032131078838346;3VK13930UL138601T
10/08/2023;11:04:37;Europe/Berlin;Pagamento da cellulare;EUR;-50;0;-50;-50;9EA860481V6643622;valentinacortese_96@hotmail.it;Valentina Cortese;;;0;0;;
10/08/2023;11:04:37;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;50;0;50;0;53J07274WT3670444;;;CheBanca  S.p.A.;1196;0;0;;9EA860481V6643622
12/08/2023;09:34:13;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;9H804309EC637560R;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;9b41847a6f984709b99bf97b2947f7a1;
12/08/2023;09:34:13;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;0L3769386H9533011;;;CheBanca  S.p.A.;1196;0;0;9b41847a6f984709b99bf97b2947f7a1;9H804309EC637560R
12/08/2023;11:06:20;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-11,99;0;-11,99;-11,99;35R377122Y970980G;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;555217664708172686;B-5RK1221886007091D
12/08/2023;11:06:20;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;11,99;0;11,99;0;60H344351R287603T;;;CheBanca  S.p.A.;1196;0;0;555217664708172686;35R377122Y970980G
14/08/2023;17:31:17;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-16,99;0;-16,99;-16,99;13S50236FG701424P;PayPal-GCLGPIL-PL-EUR@google.com;Google Payment Ireland Ltd.;;;0;0;894005954000523410;B-5RK1221886007091D
14/08/2023;17:31:17;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;16,99;0;16,99;0;6EA60512434938525;;;CheBanca  S.p.A.;1196;0;0;894005954000523410;13S50236FG701424P
15/08/2023;20:41:18;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;4,83;0;4,83;4,83;17067880ER189761K;;;CheBanca  S.p.A.;1196;0;0;40623953;2D81142732566274V
15/08/2023;20:41:18;Europe/Berlin;Conversione di valuta generica;EUR;-4,83;0;-4,83;0;8PU541752S389464E;;;;;0;0;40623953;2D81142732566274V
15/08/2023;20:55:15;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;1,88;0;1,88;1,88;2FV346780M1250158;;;CheBanca  S.p.A.;1196;0;0;40624158;65226717CG249280C
15/08/2023;20:55:15;Europe/Berlin;Conversione di valuta generica;EUR;-1,88;0;-1,88;0;8R022507MK121030X;;;;;0;0;40624158;65226717CG249280C
20/08/2023;12:23:04;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-6,99;0;-6,99;-6,99;55E34765L97775030;digitalshop@mail.wind.it;Very Mobile;;;0;0;20230820102302627-905-7780;B-4JL38423N6974482J
20/08/2023;12:23:04;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;6,99;0;6,99;0;2KA20862X6922574Y;;;CheBanca  S.p.A.;1196;0;0;20230820102302627-905-7780;55E34765L97775030
20/08/2023;13:05:25;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-69,74;0;-69,74;-69,74;1BB82519WD669380S;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;3630517413109122280;B-37U45163A2023822U
20/08/2023;13:05:25;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;69,74;0;69,74;0;5XD37030GP3262745;;;CheBanca  S.p.A.;1196;0;0;3630517413109122280;1BB82519WD669380S
24/08/2023;14:24:44;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-3,09;0;-3,09;-3,09;09847034EU302241C;PayPal-GCLGPIL-PL-EUR@google.com;Google Payment Ireland Ltd.;;;0;0;987468828920920555;B-5RK1221886007091D
24/08/2023;14:24:44;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,09;0;3,09;0;725174837E809480T;;;CheBanca  S.p.A.;1196;0;0;987468828920920555;09847034EU302241C
24/08/2023;18:11:51;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-72,9;0;-72,9;-72,9;2SN15589A70493713;Paypal@trenitalia.it;Trenitalia SPA;;;0;0;74d5de77-c395-4103-b69f-fe5fbc306bff;4BR95430E28694847
24/08/2023;18:11:51;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;72,9;0;72,9;0;11793606XE0648424;;;CheBanca  S.p.A.;1196;0;0;74d5de77-c395-4103-b69f-fe5fbc306bff;2SN15589A70493713
27/08/2023;17:20:34;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;2V981853T0591332H;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;d4542cdf1fe84d89b72ae569a243b589;
27/08/2023;17:20:34;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;0X4146738B456921C;;;CheBanca  S.p.A.;1196;0;0;d4542cdf1fe84d89b72ae569a243b589;2V981853T0591332H
29/08/2023;15:08:38;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;85955535L50789813;theironplayer@gmail.com;francesco chiarelli;;;0;0;;
29/08/2023;15:09:16;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;9TN29973BA497572C;;;;;0;0;;
29/08/2023;15:10:44;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;3T654819E3722272N;lucagarutti1@gmail.com;Luca Garutti;;;0;0;;
29/08/2023;15:11:23;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;2SF49829RL2764256;;;;;0;0;;
29/08/2023;15:14:15;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;9RU89729MB8464113;matteo_sanna@outlook.com;Matteo Sanna;;;0;0;;
29/08/2023;15:14:26;Europe/Berlin;Pagamento donazione;EUR;10;0;10;20;97R341640D712150N;giuliasantamaria89@gmail.com;Giulia Santamaria;;;0;0;;
29/08/2023;15:14:29;Europe/Berlin;Pagamento donazione;EUR;10;0;10;30;09C73894AS564063K;marcocasaccio96@gmail.com;Marco Casaccio;;;0;0;;
29/08/2023;15:14:32;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;20;0BE75384H20458108;;;;;0;0;;
29/08/2023;15:14:34;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;10;0TN76217PH073005W;;;;;0;0;;
29/08/2023;15:14:35;Europe/Berlin;Pagamento donazione;EUR;10;0;10;20;92V15416U02031332;cami.marchesi@gmail.com;Camilla Marchesi;;;0;0;;
29/08/2023;15:14:40;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;10;5LS3198695206810E;;;;;0;0;;
29/08/2023;15:14:54;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;2H24890755805970H;;;;;0;0;;
29/08/2023;15:15:40;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;7K304717KV587025E;villa.alice11@yahoo.com;ALICE CAROL VILLA;;;0;0;;
29/08/2023;15:16:19;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;5G643923X6450220T;;;;;0;0;;
29/08/2023;15:16:35;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;3PR81213FF065050P;mariaritacolicchio997@gmail.com;Mariarita Colicchio;;;0;0;;
29/08/2023;15:17:15;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;5FR86471YD934002M;;;;;0;0;;
29/08/2023;15:22:15;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;5EW40989R4086323G;simone.ferrara91@gmail.com;Simone Ferrara;;;0;0;;
29/08/2023;15:22:54;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;9DG67657H72416702;;;;;0;0;;
29/08/2023;15:23:31;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;1H3445462H532323G;francesco.dischiena94@gmail.com;Francesco Di Schiena;;;0;0;;
29/08/2023;15:24:10;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;5W372695WH4692740;;;;;0;0;;
29/08/2023;15:39:15;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;71262993MJ6261549;xjose95@gmail.com;Giuseppe Romano;;;0;0;;
29/08/2023;15:39:54;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;98G61592WU8040400;;;;;0;0;;
29/08/2023;15:52:31;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;4DA73371PR450470K;g.uursino3@gmail.com;Giulia Ursino;;;0;0;;
29/08/2023;15:53:11;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;0SY12654SD900453J;;;;;0;0;;
29/08/2023;15:54:17;Europe/Berlin;Pagamento donazione;EUR;20;0;20;20;5RH481795P422140X;pier.n4@gmail.com;Pierfrancesco Sozzo;;;0;0;;
29/08/2023;15:54:56;Europe/Berlin;Transazione per articoli digitali;EUR;-20;0;-20;0;57043575KJ7555602;;;;;0;0;;
29/08/2023;15:58:32;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;0A938064JF388500T;ns.seidita@gmail.com;Niccolò Seidita;;;0;0;;
29/08/2023;15:59:11;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;9VW14959KX1943203;;;;;0;0;;
29/08/2023;16:04:19;Europe/Berlin;Pagamento donazione;EUR;20;0;20;20;7BU51239JD358781E;zibo.camito@gmail.com;Simone Camito;;;0;0;;
29/08/2023;16:04:58;Europe/Berlin;Transazione per articoli digitali;EUR;-20;0;-20;0;86495685MD011502L;;;;;0;0;;
29/08/2023;16:06:39;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;6F426443UC5868816;iannellojessica@gmail.com;Jessica Iannello;;;0;0;;
29/08/2023;16:07:19;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;3U69202619275991Y;;;;;0;0;;
29/08/2023;16:24:45;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;4NL51871666462936;matteo.bonanno91@gmail.com;IANUA di Bonanno Matteo;;;0;0;;
29/08/2023;16:25:26;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;5GN35277AE927702K;;;;;0;0;;
29/08/2023;16:30:22;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;92E20727PG514474T;carmelo.finozzi@gmail.com;carmelo finozzi;;;0;0;;
29/08/2023;16:31:02;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;3XD063084A386225F;;;;;0;0;;
29/08/2023;16:46:07;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;8RP545635L053592A;iannellojessica@gmail.com;Jessica Iannello;;;0;0;;
29/08/2023;16:46:47;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;94Y91348P79493139;;;;;0;0;;
29/08/2023;17:04:03;Europe/Berlin;Pagamento donazione;EUR;30;0;30;30;22G91535BF3468448;lucamatteucci@outlook.it;Luca Matteucci;;;0;0;;
29/08/2023;17:04:43;Europe/Berlin;Transazione per articoli digitali;EUR;-30;0;-30;0;3S609024LB569845H;;;;;0;0;;
29/08/2023;17:50:00;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;36476141L2792625K;coscos43@yahoo.it;cosimo cosentino;;;0;0;;
29/08/2023;17:50:39;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;81C234824U100125V;;;;;0;0;;
30/08/2023;08:58:58;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;46G18996U8748212E;deborapelucchi@outlook.it;Debora Pelucchi;;;0;0;;
30/08/2023;08:59:38;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;8L409901KK781953T;;;;;0;0;;
30/08/2023;10:57:49;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;1M1657542A4141404;danteovidiolorenzi718@gmail.com;dante ovidio lorenzi;;;0;0;;
30/08/2023;10:58:28;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;8GS90207W83811413;;;;;0;0;;
30/08/2023;15:10:47;Europe/Berlin;Pagamento donazione;EUR;20;0;20;20;0J34271374376953W;faby583@gmail.com;Fabiana Ferrera;;;0;0;;
30/08/2023;15:11:27;Europe/Berlin;Transazione per articoli digitali;EUR;-20;0;-20;0;39448637LY935414D;;;;;0;0;;
30/08/2023;22:24:31;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-8,99;0;-8,99;-8,99;6F978265AS844073C;CORP.DL-DSSIT@disney.com;DisneyPlus;;;0;0;ed2ce266317046976e2a84514e4a9b59;B-6TX91726T55549941
30/08/2023;22:24:31;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;8,99;0;8,99;0;8F713906GK0625436;;;CheBanca  S.p.A.;1196;0;0;ed2ce266317046976e2a84514e4a9b59;6F978265AS844073C
31/08/2023;11:51:51;Europe/Berlin;Pagamento donazione;EUR;7;0;7;7;0LA3624991641312W;christian.nigretti1998@gmail.com;Christian nigretti;;;0;0;;
31/08/2023;11:52:31;Europe/Berlin;Transazione per articoli digitali;EUR;-7;0;-7;0;5SJ8812636714903U;;;;;0;0;;
31/08/2023;15:10:49;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-64,9;0;-64,9;-64,9;5G199736GL934642X;Paypal@trenitalia.it;Trenitalia SPA;;;0;0;19f6cfd4-bf55-47af-8ec2-28f01c0c7a58;7LN01930MF526351W
31/08/2023;15:10:49;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;64,9;0;64,9;0;37E551102G800531X;;;CheBanca  S.p.A.;1196;0;0;19f6cfd4-bf55-47af-8ec2-28f01c0c7a58;5G199736GL934642X
01/09/2023;12:31:01;Europe/Berlin;Pagamento donazione;EUR;10;0;10;10;4P142183S9902454K;mariaritacolicchio997@gmail.com;Mariarita Colicchio;;;0;0;;
01/09/2023;12:31:41;Europe/Berlin;Transazione per articoli digitali;EUR;-10;0;-10;0;95149388GV461330R;;;;;0;0;;
02/09/2023;18:39:06;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,9;0;3,9;3,9;9W507183HH460682P;;;CheBanca  S.p.A.;1196;0;0;P-48240340;25M1790061477522G
02/09/2023;18:39:06;Europe/Berlin;Conversione di valuta generica;EUR;-3,9;0;-3,9;0;9MW75197DF3307232;;;;;0;0;P-48240340;25M1790061477522G
02/09/2023;19:09:59;Europe/Berlin;Transazione per articoli digitali;EUR;307;0;307;307;63K16262CX125914J;;;;;0;0;;
02/09/2023;19:11:16;Europe/Berlin;Pagamento donazione;EUR;-320;0;-320;-13;43R357387W473115E;donazionipaypal@airc.it;Fondazione AIRC per la Ricerca sul Cancro ETS;;;0;0;;
02/09/2023;19:11:16;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;13;0;13;0;2H529445R43293347;;;CheBanca  S.p.A.;1196;0;0;;43R357387W473115E
03/09/2023;14:38:01;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;4LD33994VS272281B;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;aac1af9804024d6d96e90a7b231c405f;
03/09/2023;14:38:01;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;2,2;0;2,2;0;8LX02861Y99585800;;;CheBanca  S.p.A.;1196;0;0;aac1af9804024d6d96e90a7b231c405f;4LD33994VS272281B
08/09/2023;12:04:26;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-19,99;0;-19,99;-19,99;5Y348785T7339112W;PayPal-GCLGPIL-PL-EUR@google.com;Google Payment Ireland Ltd.;;;0;0;699158679956361111;B-5RK1221886007091D
08/09/2023;12:04:26;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;19,99;0;19,99;0;76W108019F882242R;;;CheBanca  S.p.A.;1196;0;0;699158679956361111;5Y348785T7339112W
12/09/2023;11:06:20;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-11,99;0;-11,99;-11,99;07G48253BJ3681212;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;494047057519616023;B-5RK1221886007091D
12/09/2023;11:06:20;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;11,99;0;11,99;0;7T442839W23372057;;;CheBanca  S.p.A.;1196;0;0;494047057519616023;07G48253BJ3681212
14/09/2023;17:31:19;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-16,99;0;-16,99;-16,99;7LE38866BC358514T;PayPal-GCLGPIL-PL-EUR@google.com;Google Payment Ireland Ltd.;;;0;0;992044281139752593;B-5RK1221886007091D
14/09/2023;17:31:19;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;16,99;0;16,99;0;5RL278045T209744R;;;CheBanca  S.p.A.;1196;0;0;992044281139752593;7LE38866BC358514T
14/09/2023;20:33:21;Europe/Berlin;Pagamento Express Checkout;EUR;-32,97;0;-32,97;-32,97;62U00903K5017345A;info@bestbuying.it;BESTBUYING SRL;;;4,02;0;VPB00948148;
14/09/2023;20:33:21;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;32,97;0;32,97;0;64B97758CT8007057;;;CheBanca  S.p.A.;1196;4,02;0;VPB00948148;62U00903K5017345A
20/09/2023;12:33:57;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-6,99;0;-6,99;-6,99;1M003573DP2598944;digitalshop@mail.wind.it;Very Mobile;;;0;0;20230920103355746-905-3625;B-4JL38423N6974482J
20/09/2023;12:33:57;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;6,99;0;6,99;0;8NX5599449649730D;;;CheBanca  S.p.A.;1196;0;0;20230920103355746-905-3625;1M003573DP2598944
24/09/2023;14:24:45;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-3,09;0;-3,09;-3,09;4A940352S25983224;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;849573523292752051;B-5RK1221886007091D
24/09/2023;14:24:45;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,09;0;3,09;0;3XK72114BW580364C;;;CheBanca  S.p.A.;1196;0;0;849573523292752051;4A940352S25983224
25/09/2023;16:27:15;Europe/Berlin;Pagamento Express Checkout;EUR;-258;0;-258;-258;7314772032265405W;payments@kiwi.com;Kiwi.com s.r.o.;;;0;0;446419798;
25/09/2023;16:27:15;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;258;0;258;0;6A634052MD5967807;;;CheBanca  S.p.A.;1196;0;0;446419798;7314772032265405W
27/09/2023;16:09:17;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-3,69;0;-3,69;-3,69;05V38152DF722152U;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;566689758028497822;B-5RK1221886007091D
27/09/2023;16:09:17;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,69;0;3,69;0;4RN767896X840463T;;;CheBanca  S.p.A.;1196;0;0;566689758028497822;05V38152DF722152U
28/09/2023;22:36:20;Europe/Berlin;Pagamento Express Checkout;EUR;-19,99;0;-19,99;-19,99;6EP005396A962711N;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;3288247646351266574;
28/09/2023;22:36:20;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;19,99;0;19,99;0;5BJ69240VJ5304526;;;CheBanca  S.p.A.;1196;0;0;3288247646351266574;6EP005396A962711N
29/09/2023;15:21:34;Europe/Berlin;Pagamento Express Checkout;EUR;-73,14;0;-73,14;-73,14;14V755796F4100425;paypal@ticketmaster.it;Ticketmaster Italia Srl;;;0;0;1587996;
29/09/2023;15:21:34;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;73,14;0;73,14;0;3PR25262SL973632R;;;CheBanca  S.p.A.;1196;0;0;1587996;14V755796F4100425
29/09/2023;16:40:09;Europe/Berlin;Pagamento Express Checkout;EUR;-319,98;0;-319,98;-319,98;8DE16837E1527852T;atlanticpaypaleuSARL@digitalriver.com;Digital River Ireland, Ltd.;;;0;0;35b7764b-1adb-44f5-8121-12434cfa35f7;
29/09/2023;16:40:09;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;319,98;0;319,98;0;7XE54016DW489124D;;;CheBanca  S.p.A.;1196;0;0;35b7764b-1adb-44f5-8121-12434cfa35f7;8DE16837E1527852T
30/09/2023;22:24:20;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-8,99;0;-8,99;-8,99;8MD89858DL748264G;CORP.DL-DSSIT@disney.com;DisneyPlus;;;0;0;6bad478c67dc269e689a6519755fcd83;B-6TX91726T55549941
30/09/2023;22:24:20;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;8,99;0;8,99;0;98G325607U728403L;;;CheBanca  S.p.A.;1196;0;0;6bad478c67dc269e689a6519755fcd83;8MD89858DL748264G
02/10/2023;18:56:52;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,98;0;3,98;3,98;8NE03811WY556335T;;;CheBanca  S.p.A.;1196;0;0;P-49176381;07689853UN0910839
02/10/2023;18:56:52;Europe/Berlin;Conversione di valuta generica;EUR;-3,98;0;-3,98;0;23654055JF6364234;;;;;0;0;P-49176381;07689853UN0910839
06/10/2023;21:05:56;Europe/Berlin;Pagamento Express Checkout;EUR;-49,99;0;-49,99;-49,99;9SV40440D0824483M;;Ubisoft EMEA SAS;;;0;0;205314907;
06/10/2023;21:05:56;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;49,99;0;49,99;0;4PS2859337154671L;;;CheBanca  S.p.A.;1196;0;0;205314907;9SV40440D0824483M
12/10/2023;11:06:21;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-11,99;0;-11,99;-11,99;1HN723131L655805C;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;245102709931361739;B-5RK1221886007091D
12/10/2023;11:06:21;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;11,99;0;11,99;0;3AF60230673571716;;;CheBanca  S.p.A.;1196;0;0;245102709931361739;1HN723131L655805C
14/10/2023;17:31:17;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-16,99;0;-16,99;-16,99;3ER286175R5055212;PayPal-GCLGPIL-PL-EUR@google.com;Google Payment Ireland Ltd.;;;0;0;053039850106364345;B-5RK1221886007091D
14/10/2023;17:31:17;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;16,99;0;16,99;0;73V78367WN7422207;;;CheBanca  S.p.A.;1196;0;0;053039850106364345;3ER286175R5055212
16/10/2023;22:04:52;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-19,99;0;-19,99;-19,99;0RP18697U4226030E;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;7249164878773152362;B-37U45163A2023822U
16/10/2023;22:04:52;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;19,99;0;19,99;0;3Y749772KT412134P;;;CheBanca  S.p.A.;1196;0;0;7249164878773152362;0RP18697U4226030E
18/10/2023;23:19:09;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-14,99;0;-14,99;-14,99;7J371550PK007384F;steamgameseea@valvesoftware.com;www.steampowered.com;;;0;0;3624893620871762222;B-37U45163A2023822U
18/10/2023;23:19:09;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;14,99;0;14,99;0;6EM64289YK262833T;;;CheBanca  S.p.A.;1196;0;0;3624893620871762222;7J371550PK007384F
20/10/2023;12:35:35;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-6,99;0;-6,99;-6,99;408354702M740591W;digitalshop@mail.wind.it;Very Mobile;;;0;0;20231020103533849-905-2626;B-4JL38423N6974482J
20/10/2023;12:35:35;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;6,99;0;6,99;0;279189160H645450J;;;CheBanca  S.p.A.;1196;0;0;20231020103533849-905-2626;408354702M740591W
21/10/2023;15:26:10;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-225,8;0;-225,8;-225,8;3MS79919NR3425731;Paypal@trenitalia.it;Trenitalia SPA;;;0;0;c29c8720-9423-4f94-aa1c-db8388400eaa;90J72502NL643591X
21/10/2023;15:26:10;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;225,8;0;225,8;0;80E09711DX046451W;;;CheBanca  S.p.A.;1196;0;0;c29c8720-9423-4f94-aa1c-db8388400eaa;3MS79919NR3425731
24/10/2023;14:24:45;Europe/Berlin;Pagamento preautorizzato utenza;EUR;-3,09;0;-3,09;-3,09;8WP629069Y345301N;PayPal-GPIL-PL-EUR@google.com;Google Payment Ireland Limited;;;0;0;465703564981738382;B-5RK1221886007091D
24/10/2023;14:24:45;Europe/Berlin;Bonifico bancario sul conto PayPal;EUR;3,09;0;3,09;0;8FV63033KR0645155;;;CheBanca  S.p.A.;1196;0;0;465703564981738382;8WP629069Y345301N
27/10/2023;11:42:44;Europe/Berlin;Pagamento Express Checkout;EUR;-2,2;0;-2,2;-2,2;8PF70684CN935672E;paypal@atm.it;AZIENDA TRASPORTI MILANESI SPA;;;0;0;db979347620e4528a375ad83eafe19a1;
